word,definition
fasten,v. 使固定
deeply,adv. 深刻地
tanker,n. 油轮
lion,n. 狮子
skill,n. 技能，技巧
familiar,adj. 熟悉的
silence,n. 沉默
send,v. 发送，寄
birthday,n. 生日，诞辰
compare,n. 比较 v. 比拟，喻为
illness,n. 病
universal,adj. 普遍的
arise,v. 出现
reason,n. 理由
picture,n. 照片，图画
lack,v. 缺乏
westerner,n. 西方人，欧美人
unless,conj. 除非，如果不 prep. 除…之外
everyday,adj. 每天的，日常的 n. 平时
gift,n. 礼物
soap,n. 肥皂 v. 将肥皂涂在……上
painting,n. 绘画
advance,n. 发展
sex,n. 性
thunderstorm,n. [气象] 雷暴
privilege,n. 特权
personal,adj. 个人的
introduction,n. 介绍
carpet,v. 在…上铺地毯，把地毯铺在…上
chemistry,n. 化学
hear,v. 听到，听
combine,v. 使化合
smelly,adj. 有臭味的，发臭的
tourism,n. 旅游业
Japan,n. 日本（东亚国家名）
affection,n. 喜爱，感情
locust,n. [植保] 蝗虫，[昆] 蚱蜢
accuse,v. 控告，指控
beam,n. 横梁
embarrass,v. 使局促不安
businessman,n. 商人
bat,n. 蝙蝠
English,adj. 英国人的
reference,n. 参考，参照
beer,n. 啤酒 vi. 喝啤酒
public,adj. 公众的
breathe,v. 呼吸
eggplant,n. 茄子 adj. 深紫色的
cousin,n. 堂兄弟姊妹
push,v. 推动，增加
tolerate,v. 忍受
golden,adj. 金色的，黄金般的
waitress,n. 女服务员
senior,adj. 高级的
FALSE,adj. 错误的
February,n. 二月
suffering,n. 受难
peace,n. 和平
astronomer,n. 天文学家
biscuit,n. 小点心，饼干
reuse,n. 重新使用，再用 v. 再使用
rope,n. 绳，绳索 v. 捆，绑
radio,n. 收音机
cent,n. 分
refreshments,n. 点心
vital,adj. 至关重要的
settlement,n. 解决，处理
pot,n. 壶
windbreaker,n. 防风夹克，同windcheater
frog,n. 青蛙
sure,adj. 确信的
poor,adj. 贫穷的
soft,adj. 软的，柔软的
relevant,adj. 相关的
limit,n. 限制
sow,v. 播种
usual,adj. 通常的，惯例的
jazz,n. 爵士乐，爵士舞
century,n. 世纪，百年
tea,n. 茶叶
corner,n. 角落，拐角处
fiction,n. 小说
understand,v. 理解
mean,adj. 平均的
resist,v. 抵抗，抗拒
playmate,n. 玩伴
fault,n. 故障
thriller,n. 惊险小说
message,n. 消息
theme,n. 主题
am,abbr. 调频，调谐，调幅（ amplitude modulation） v. （用于第一人称单数现在时） aux. （与v-ing连用构成现在进行时，与v-ed连用构成被动语态） n. （柬）安（人名）
accuracy,n. [数] 精确度，准确性
balloon,v. 激增
you,pron. 你
oil,n. 油
departure,n. 离开
eighth,adj. 第八的
corporation,n. 公司
salesman,n. 推销员
chorus,n. 合唱队
competition,n. 竞争
boat,n. 小船
fur,n. 皮，皮子
trainer,n. 助理教练
encourage,v. 鼓励，怂恿
road,n. 公路，马路
punishment,n. 惩罚
place,n. 地方
parking,n. 停车 adj. 停车的 v. 停车（park的ing形式）
machine,n. 机械，机器
tell,v. 告诉，说
think,v. 想
nearby,adj. 附近的，邻近的 adv. 在附近 prep. 在…附近
human,adj. 人的
range,n. 范围
complex,adj. 复杂的
fever,n. 发烧，发热
royal,adj. 皇家的
brave,adj. 勇敢的
irrigate,v. 灌溉
desert,v. 遗弃
urban,adj. 城市的
splendid,adj. 辉煌的
Asian,n. 亚洲人 adj. 亚洲的
conversation,n. 交谈，会话
rescue,v. 营救
microcomputer,n. 微电脑
lamp,n. 灯
lecture,n. 演讲
teacher,n. 教师
beg,v. 乞讨
trust,n. 信任，信赖
strike,v. 打，打击
thermos,n. 热水瓶
amateur,n. 爱好者
March,n. 三月
its,pron. 它的 n. (Its)人名
phone,n. 电话
province,n. 省
workplace,n. 工作场所
play,v. 游戏
reply,v. 回答
department,n. 部
intention,n. 意图
tutor,v. 辅导
graduation,n. 毕业
spear,n. 矛，枪 v. 用矛刺
communication,n. 通讯，[通信] 通信
plant,n. 工厂，车间
listen,v. 听，倾听
this,pron. 这
decide,v. 决定
empire,n. 帝国
worker,n. 工人
weekday,n. 平日，普通日
controversial,adj. 有争议的
company,n. 公司
Spanish,adj. 西班牙的
mile,n. 英里
dry,adj. 干的
skirt,n. 裙子 v. 绕过，回避
sign,n. 迹象
playroom,n. 游戏室
hole,n. 洞，孔
fingernail,n. 手指甲
spoon,n. 匙，勺子
assess,v. 评定
middle,adj. 中间的，中部的
cartoon,n. 卡通片，[电影] 动画片
mail,n. 邮件
cafeteria,n. 自助餐厅
violinist,n. 小提琴演奏者，小提琴家
unpleasant,adj. 讨厌的
relationship,n. 关系
receiver,n. 接收器
health,n. 健康
pea,n. 豌豆
grill,v. 烧，烤
softball,n. 垒球
seaweed,n. 海藻，海草
coral,n. 珊瑚
rush,n. 冲进
narrow,adj. 狭窄的，有限的
boot,v. 引导
claw,n. 爪
answer,v. 回答
own,v. 拥有
rhyme,n. 韵律
likely,adj. 很可能的
plain,adj. 平的
Frenchman,n. 法国人
socialism,n. 社会主义
experience,n. 经验
awful,adj. 可怕的
applicant,n. 申请人，申请者
speak,v. 说话
saleswoman,n. [贸易] 女售货员
twelfth,adj. 第十二的，第十二个的
nail,v. 钉
fancy,n. 幻想
disability,n. 残疾
besides,adv. 此外
beginning,n. 开始
rock,n. 岩石
betray,v. 背叛
soil,n. 土地
sunset,n. 日落，傍晚
allow,v. 允许
clerk,n. 职员，办事员
chant,n. 圣歌
cloudy,adj. 多云的
here,adv. 在这里
price,n. 价格
bride,n. 新娘
challenge,n. 挑战
painful,adj. 痛苦的
cushion,n. 垫子
oilfield,n. 油田
fit,v. 安装
value,n. 值
scene,n. 场面
freezing,adj. 冰冻的
wild,adj. 野生的
scenery,n. 风景
sideway,n. 人行道
squid,n. 鱿鱼
convenient,adj. 方便的
dark,adj. 黑暗的，深色的
zero,n. 零点，零度 num. 零
interesting,adj. 有趣的
chips,n. [食品] 炸土豆条
sugar,n. 糖
silk,n. 丝绸
nod,n. 点头
float,v. 使漂浮
believe,v. 信任
Mom,n. 妈妈
June,n. 六月
treatment,n. 治疗，疗法
sight,n. 视力
calm,adj. 静的，平静的
plenty,n. 丰富，大量
missile,n. 导弹
environment,n. 环境，外界
anyone,pron. 任何人
clearly,adv. 清晰地
climate,n. 气候
behave,v. 表现
delete,v. 删除
call,v. 呼叫
catastrophe,n. 大灾难
orbit,n. 轨道
customs,n. 海关
snowy,adj. 下雪的，多雪的
waste,n. 浪费
regard,n. 注意
communism,n. 共产主义
less,adv. 较少地
French,adj. 法国的
reduce,v. 减少
identification,n. 鉴定，识别
alphabet,n. 字母表，字母系统
lawyer,n. 律师
moon,n. 月亮
robot,n. 机器人
nineteen,num. 十九
sigh,v. 叹息，叹气 n. 叹息，叹气
food,n. 食物
raise,v. 提高
strengthen,v. 加强
league,n. 联盟
scissors,n. 剪刀
sweat,v. 使出汗
reflect,v. 反映
deep,n. 深处
tooth,n. 牙齿 vt. 给……装齿 vi. 啮合
orange,adj. 橙色的
prohibit,v. 阻止，禁止
finance,n. 财政，财政学
rule,v. 统治
tank,n. 坦克
worthy,adj. 值得的
communicate,v. 通讯，传达
population,n. 人口
influence,n. 影响
Oceania,n. 大洋洲
noble,adj. 高尚的
knife,n. 刀
grandson,n. 孙子
revolution,n. 革命
clone,n. 克隆
post,n. 岗位
bunch,n. 群
twenty,n. 二十
troop,n. 军队
kangaroo,n. 袋鼠
dear,adj. 亲爱的
welfare,n. 福利
roll,v. 卷
explanation,n. 说明，解释
feel,v. 感觉
mad,adj. 疯狂的
squirrel,n. 松鼠
she,pron. 她（主格）
destination,n. 目的地，终点
differ,v. 使…相异
pack,n. 包装
seaman,n. 海员，水手
terror,n. 恐怖
force,n. 力量
discussion,n. 讨论，议论
station,n. 车站
business,n. 商业
granny,n. 奶奶
Arabic,adj. 阿拉伯的
bone,n. 骨
OK,adj. 好的
bishop,n. （基督教的）主教
refusal,n. 拒绝
eager,adj. 渴望的
cancel,vt.  取消
prepare,v.  准备
govern,v.  统治
surgeon,n.  外科医生
analyse,vt.  分析
abrupt,adj.  突然的， 意外的
resemble,vt.  像， 类似
discourage,vt.  使气馁， 打消
hall,n.  大厅， 礼堂
pollution,n.  污染
remote,adj.  遥远的
explanation,n.  解释， 说明
cafeteria,n.  自助餐厅
salary,n.  工资， 薪水
pretend,v.  假装， 装作
youth,n.  青春
without,prep.  没有， 不
drunk,adj.  醉的
would,modal verb. 将，将会〔表示想做某事或认为某事会发生〕
pick,v.  拾起， 采集
customs,n.  海关
calculate,v.  计算， 核算
energy,n.  精力
audience,n.  观众， 听众
solid,adj. 结实的，固体的 n.  固体
thus,adv.  这样
meanwhile,adv.  同时
sniff,v.  用力吸
possess,vt.  占有， 拥有
require,vt.  需求
optional,adj.  可选择的
scratch,v. 抓，划破
analysis,n.  分析
click,v. 点击
apparent,adj.  明显的， 清楚的
journalist,n.  记者， 新闻工作者
left,adv. 向左边，在左边 adj. 左边的 n.  左， 左边
dawn,n.  黎明， 拂晓
sideways,adj.  斜向一边的
object,v.  反对 n.  物体
harbour,n.  港口
chapter,n.  章
accessible,adj.  可使用的
flight,n.  飞行
hang,v.   悬挂
role,n.  [Ｃ] 角色
independent,adj.  独立的， 有主见的
carriage,n.  四轮马车
defence,n.  防御
achieve,vt.  达到， 取得
ahead,adv.  在前， 向前
anybody,pron.  任何人， 无论谁
roll,v. 滚动,打滚 n.  面包圈
turn,v. 旋转
elect,vt.   选举
example,n.  例子， 范例
result,n.  结果， 效果
same,adj.  同样的， 同一的 n. 同样的事
selfish,adj.  自私的
after,prep&conj&adv.  在…之后， 后来
headline,n. 标题
connect,vt.  连接， 把…联系起来
hand,n. 手
merciful,adj.  仁慈的
rebuild,vt.  重建
sharpen,v.   变锐利， 削尖
committee,n.  委员会
address,n.  地址
union,n.  联合， 联盟
straight,adj&adv.  直的
wipe,vt.  擦
sale,n.  卖， 出售
component,n.  成分
suite,n.  套， 组
consultant,n.  顾问
outdoors,adv. 户外的，野外的 n.  户外
throw,v.   投， 掷， 扔
obvious,adj.  明显的， 显而易见的
arch,n.  拱门
discuss,v.  讨论， 议论
standard,adj.  标准的 n. 标准，规格
violent,adj.  暴力的
harmony,n.  协调， 融洽
correct,adj.  正确的， 对的
empty,adj.  空的 vt. 倒空
wish,n&v.  祝愿
institution,n.  公共机构
tie,v. 系，拴，扎 n.  关系
wise,adj.  聪明的， 明智的
ambition,n.  雄心， 野心
tin,n.  罐头
enlarge,v.  扩大， 放大
besides,adv.  此外
serious,adj.  严肃的， 严重的
tip,vt. 告诫，提示
export,vi.  出口 vt. 输出 n.  出口
conversation,n.  谈话， 交谈
laugh,vi.  笑， 大笑 n. 笑，大笑，笑声
murder,n&v.  谋杀
fantasy,n.  幻想， 白日梦
pay,v. 付钱，给…报酬 n.  工资
check,v. 核对
list,n. 一览表，清单 vt.  列表
strange,adj.  奇怪的， 奇特的
lack,n&v.  缺乏， 缺少
toast,vt. 向…敬酒
aside,adv.  在旁边
circumstance,n.  环境
success,n.  成功， 成就
brunch,n.  早午饭
authority,n.  权威
creature,n.  生物
outgoing,adj.  好交际的， 外向的
tasteless,adj.  无滋味的
harm,n&vt.  伤害， 损伤
instrument,n.  乐器
medium,adj. 中间的，中等的 n.   媒介
remove,vt.  移动， 拿走
wisdom,n.  智慧
starvation,n.  饥饿
nowhere,adv.  任何地方都不
psychology,n.  心理学
wrestle,v.  摔跤， 格斗
treasure,n.  金银财宝， 财富
multiply,v.    相乘
live,vi. 生活，居住 adj.  活的
approval,n.  赞成
victory,n.  [C] 胜利
mobile,adj.  活动的， 可移动的
perform,v.  表演， 表现
evolution,n.  进展， 演变， 进化
expose,vt.  暴露
concentrate,v.  集中， 聚集
cheer,n&v.  欢呼， 喝彩
with,prep.  与， 伴随
there,adv.  在那里 int. 那！你瞧！
permit,v. 许可，允许 n.  许可证， 执照
well,adv. 好，充分地 adj. 健康的 int. 好吧 n.  井
suitable,adj.  合适的， 适宜的
personnel,n.  人员， 职员
hopeless,adj.  没有希望的
freeway,n.  高速公路
fountain,n.  喷泉
pile,v. 堆积，积累 n.  堆
channel,n.  海峡
sunburnt,adj.  晒黑的， 晒伤的
focus,v. 聚焦，集中 n.  中心， 焦点
entire,adj.  整个的， 全部的
approach,v.  接近， 靠近 n. 方式，方法
wrist,n.  手腕， 腕关节
experiment,n.  实验
fierce,adj.  猛烈的， 激烈的
reservation,n.   预订
e-mail,n. 电子邮件 vt.  给…发电子邮件
hate,vt. 恨，讨厌，不喜欢 n.  怨恨
block,v.  阻塞， 阻挡 n. 大块
write,v.   写
pet,n.  宠物， 爱畜
flow,v. 流动 n.  流， 流动
order,n. 顺序
wage,n.  工资， 报酬
period,n.  时期， 时代
musical,adj. 音乐的，爱好音乐的 n.  音乐剧
corporation,n.  团体
distant,adj.  远的， 遥远的
understand,v.   懂得， 理解
dismiss,v.  解雇
intelligence,n.  智力， 聪明
reform,v.  改革， 革新 n. 改革
ever,adv.  曾经
even,adv. 甚至，更加，还要 adj.  平坦的
restriction,n.  限制
crazy,adj.  疯狂的
razor,n.  剃须刀
coach,v. 指导，训练 n.  教练
champion,n.  冠军， 优胜者
wait,v. 等待 n.  等待， 等候
circuit,n.  电路
pint,n.   品脱
matter,vi.  要紧， 有重大关系 n. 事情，物质
instant,adj. 立即的
personalization,n.  个性化
shaver,n.  电动剃须刀
top,n.  顶部
native,adj.  本土的， 本国的
too,adv.  也
have,v.  帮助构成完成时态 vt. 有，使，令
violence,n.  暴力
roast,v.  烤
energetic,adj.  精力旺盛的
consequence,n.  结果， 后果
quilt,n.  加衬芯床罩
famous,adj.  著名的， 出名的
question,vt. 询问 n.  问题
vinegar,n.  醋
spirit,n.  精神， 灵魂
premier,n.  总理， 首相
produce,v.  生产， 制造
allergic,adj.  过敏的
cheat,v. 哄骗，欺骗，骗取 n.  骗子
framework,n.  框架， 结构
regard,v. 当做，看待 n.  关心， 注意
anecdote,n.  轶事
prohibit,vt.  禁止， 阻止
almost,adv.  几乎， 差不多
steward,n.  男乘务员
fuel,n.  燃料
manner,n. 方式
upon,prep.  在…上面
foresee,vt.   预见， 预知
harmful,adj.  有害的
associate,v.  结合
pray,v.  祈祷， 祈求
wake,v.   醒来， 叫醒
pin,vt. 钉住，别住 n.  别针
academic,adj. 学术的
whether,conj.  是否
function,vi.  起作用
raise,vt.  举起
spoon,n.  勺， 匙， 调羹
quite,adv.  完全， 十分
lap,n.  大腿
mineral,n.  矿物质， 矿物
representative,n.  代表
terror,n.  恐怖
beneath,prep.  在…下方， 在…下面
everyone,pron.  每人， 人人
lay,v.   放， 搁
swap,v.   交换
hatch,v.   孵蛋
pardon,vt&n.  原谅， 宽恕
plenty,n.  充足， 大量， 丰富
tick,v.  发出滴答声 n. 钟表的滴答声
basis,n.  [C] 基础
adventure,n.  冒险
condition,n.  条件， 状况
improve,v.  改进， 更新
ceremony,n.  典礼， 仪式
bingo,n.  宾果
try,v.   尝试， 试图
gym,n.  体育馆
basic,adj. 基本的 n.  要素
twist,v. 拧，扭曲 n.  扭曲， 歪曲
unite,v.  联合， 团结
bush,n.  灌木丛， 矮树丛
technique,n.  技术， 技巧
cause,n. 原因，起因 vt.  促使， 引起
dioxide,n.  二氧化物
wound,vt. 伤，使受伤
catastrophe,n.  灾难
busy,adj.  忙碌的
convey,vt.  搬运
extra,adj.  额外的， 外加的
design,v. 设计
generous,adj.  慷慨的， 大方的
land,v.  登陆
coincidence,n.  一致
victim,n.  受害人， 牺牲品
department,n.  部门
possibility,n.  可能， 可能性
direction,n.  方向
exhibition,n.  展览， 展览会
burn,v. 燃，烧，着火
garlic,n.  大蒜
alcoholic,adj. 酒精的
bachelor,n.  学士
countryside,n.  乡下， 农村
chief,adj. 主要的，首要的 n.  领导
automatic,adj.  自动的， 机械的
lamp,n.  灯， 油灯
cry,v.  喊叫
Antarctic,adj. 南极的 n.  南极地区
conduct,vt.  引导
bury,vt.   埋， 葬
obey,v.  服从， 顺从
stable,adj.  稳定的
lamb,n.  羔羊
fantastic,adj.  极好的， 美妙的， 很棒的
changeable,adj.  易变的， 变化无常的
spoken,adj.  口语的
respond,v.  回答
incident,n.  事件
walk,v.  走路， 步行 n. 散步
lame,adj.  跛的
marry,v.   和…结婚
pity,n.  怜悯， 同情
absorb,vt.  吸收
supply,v.  供给， 提供 n. 供给
uncertain,adj.  不确定的
concern,n. 关系
circulate,vt.  使流通
liberty,n.  自由
recycle,v.  再循环， 回收
let,vt.   让
state,n. 状态
press,vt. 压，按 n.  压， 按
welcome,n&vt&adj.  欢迎
confidential,adj.  极受信任的
chaos,n.  混乱
abundant,adj.  丰富的， 充裕的
want,v.  想要， 需要
pace,n.  步子， 步速
ballet,n.  芭蕾舞， 芭蕾舞剧
opposite,adj.  相反的， 对面的 n. 相反，对面
forecast,n. 预知 vt.  预告， 预测
recognize,vt.  认出
warehouse,n.  仓库
pack,v.  包装， 整理 n. 包，背包
each,adj&pron.  每人， 每个， 每件
abnormal,adj.  反常的
difference,n.  不同
must,modal verb. 必须 n. 必须做的事
circle,v.  围起来， 环绕 n. 圆圈
resign,v.  辞去， 辞职
drier,n.  烘干机， 吹风机
bathe,v.  洗澡， 沐浴， 浸洗
polite,adj.  有礼貌的， 有教养的
cut,v. 切，剪，削，割
entertainment,n.  娱乐
probably,adv.  很可能， 大概
document,n.  文件， 文献
aluminum,n.  铝
ward,vt. 保卫，看护 n.  病房， 收容所
starve,v.  饿死， 挨饿
prize,n.  奖赏， 奖品， 奖金
accident,n.  事故， 意外事件
clay,n.  黏土
moment,n.  [C] 片刻， 瞬间， 刹那
anyway,adv.  不管怎样
promote,vt.  促进
routine,n.  常规， 日常事务
found,vt.  成立， 建立
tear,v.   扯破， 撕开 n.  眼泪
excuse,n.  借口， 理由 vt.  原谅， 宽恕
attack,v&n.  攻击， 袭击
spoonful,n.  一匙
humour,n.  幽默， 幽默感
divorce,n. 离婚 vt.  使离婚
currency,n.  货币
distribute,v.  分布
worried,adj.  担心的
attach,vt.  系上， 贴上
canal,n.  运河
shout,v.  呼喊， 呼叫 n. [C]喊，高声呼喊
escape,v&n.  逃跑， 逃脱
flashlight,n.  手电筒
ankle,n.  脚踝
situation,n.  形势， 情况
think,v.   想， 思索
receive,v.  收到， 得到
thirst,n.  渴， 口渴
participate,vi.  参加， 参与
surplus,n.  剩余， 过剩
refresh,v.   精神振作
librarian,n.  图书管理员， 图书馆馆长
theft,n.  盗窃案
religion,n.  宗教
diagram,n.  图表， 图样
claw,n.  爪
prayer,n.  祈祷
speech,n.  演讲
watch,v.  观察， 观看 n. 手表
clap,v.   拍手， 鼓掌
quit,v.   离开
polish,v.  擦亮， 磨光
chart,n.  图表
insurance,n.  保险
medical,adj.  医学的， 医疗的
principle,n.  原则
till,conj&prep.  直到， 直到…为止
attend,v.  出席， 参加
goods,n.  商品， 货物
lie,vi. 躺，卧，平放
secure,adj.  安全的， 可靠的
smell,n. 气味 v. 闻出，闻到，嗅到
used to,v.  过去常常
unable,adj.  不能的， 不能胜任的
glare,v. 瞪眼，怒目而视
disappointed,adj.  失望的
irrigation,n.  灌溉
late,adv.  晚， 迟 adj. 晚的，迟的
continue,v.  延伸
shoot,vt. 射击，射中
realize,vt.  认识到
budget,n.  预算
actual,adj.  实际的， 现实的
tension,n.  紧张， 不安
chest,n.  箱子
eastern,adj.  东方的， 东部的
marathon,n.  马拉松
last,determiner. 最近的，最近一段时间的，最近一次的 adv. 最近，上次 v. (使)持续 n. 鞋楦
adapt,v.  适应
wash,v. 洗涤，冲刷 n.  洗
weight,n.  重量
doubt,n&v.  怀疑， 疑惑
cheerful,adj.  兴高采烈的， 快活的
uncomfortable,adj.  不舒服的， 不安的
develop,v.   发展
misunderstand,vt.   误会， 不理解
warn,vt.  警告
measure,v. 测量
guilty,adj.  有罪的， 犯法的
crossroads,n.  十字路口
district,n.  区， 地区
receipt,n.  收据
assume,vt.  假定， 设想
swim,vi.  游泳
full,adv.  完整地， 十分地 adj. 满的，充满的，完全的
basement,n.  地下室
pepper,n.  胡椒粉
chant,v. 唱
capsule,n.  胶囊
away,adv.  离开， 远离
memory,n.  回忆， 记忆
concept,n.  概念， 观念
motivation,n.  动机
impossible,adj.  不可能的， 办不到的
effort,n.  努力， 艰难的尝试
wave,v. 挥手
disaster,n.  灾难， 祸患
anything,pron.  某事
agriculture,n.  农业， 农学
grocer,n.  零售商人
ecology,n.  生态学
stare,v.  盯着看， 凝视
painful,adj.  痛苦的
steady,adj.  稳固的
vote,v.  选举， 投票
early,adv.  早， 在早期 adj. 早的，早期的
harvest,n&v.  收割
pain,n. 疼痛
disease,n.  病， 疾病
start,n&v.  开始， 着手
purchase,n&vt.  购买
yet,adv.  到目前为止
engineer,n.  工程师
pair,n.  一双， 一对
manage,vi.  应付过去 vt. 管理
equal,adj. 平等的，相等的 vt.  等于， 比得上
alike,adv.  类似于， 以同样的方式 adj. 相同的，相似的
gravity,n.  地心引力， 重力
typical,adj.  典型的
bravery,n.  勇敢， 勇气
finance,n.  财政， 金融
parking,n.  停车
shadow,n.  [C] 影子， 阴影
hydrogen,n.  氢
put,vt.   放， 摆
climb,v.  爬， 攀登
offence,n.  犯罪
carbon,n.  碳
circus,n.  马戏团
controversial,adj.  争论的， 争议的
dinosaur,n.  恐龙
enter,v.  进入
attain,vt.  获得
trap,vt. 使陷入困境 n.  陷阱， 圈套
lonely,adj.  孤独的， 寂寞的
tram,n.  有轨电车
pale,adj.  苍白的， 灰白的
struggle,n&v.  努力， 斗争， 挣扎
gallery,n.  画廊， 美术品陈列室
pest,n.  害虫
warmth,n.  温暖， 暖和
lesson,n.  课
destroy,v.  破坏， 毁坏
supreme,adj.  极度的
ambulance,n.  救护车
junior,adj.  初级的
coast,n.  海岸， 海滨
shuttle,n.   车辆、 飞机等
provide,v.  提供
allocate,vt.  分配
light,vi. 点，变亮 adj.  明亮的
valuable,adj.  值钱的， 贵重的
primary,adj.  初级的
stubborn,adj.  顽固的， 固执的
enterprise,n.  企业， 事业
paperwork,n.  文书工作
solar,adj.  太阳的
consume,vt.  消耗
triangle,adj.  三角形的 n. 三角形
competence,n.  能力
helmet,n.  头盔
theme,n.  主题
consult,v.  请教， 商议
merely,adv.  仅仅， 只不过
wealth,n.  财富
editor,n.  编辑
means,n.  方法， 手段
chain,n.  链， 链条
desire,n&v.  渴望， 期望
survive,vi. 幸存，生还 vt.  比…活得长
initial,adj.  开始的， 最初的
muddy,adj.  泥泞的，多泥的
consistent,adj.  一致的， 连贯的
sword,n.  剑， 刀
fingernail,n.  手指甲
permanent,adj.  永久的， 持久的
chat,vi.  聊天， 闲谈 n. 聊天，闲谈
fetch,v.  去取来， 去请来
fellow,n.  同伴， 伙伴
choice,n.  选择， 抉择
travel,n&vi.  旅行
civilization,n.  文明， 文化
before,adv. 以前 conj.  在…之前 prep. 在…以前，在…前面
fiction,n.  小说
friendly,adj.  友好的
possession,n.  所有， 拥有
tell,v.   告诉， 吩咐
replace,vt.  取代， 代替
appointment,n.  约会
stomach,n.  [C] 胃， 胃部
experience,vt. 经历，体验 n.  经验
listen,vi.  听， 仔细听， 留神听
hit,n&v.   打， 撞
major,adj. 主要的
interrupt,v.  打扰， 打断
beat,v. 打赢
worldwide,adj.  遍及全球的， 世界各地的
bear,v. 承担
affair,n.  事， 事情
consider,vt.  考虑
housework,n.  家务劳动
potential,adj. 潜在的，可能的 n.  潜力
accustomed,adj.  通常的， 习惯的
group,n.  组， 群
jewelry,n.  〈总称〉 珠宝， 首饰
obtain,vt.  获得， 得到
lounge,n.  休息厅， 休息室
rugby,n.  英式橄榄球
resist,vt.  抵抗
format,n.  版式， 格式
sacrifice,n&v.  牺牲， 奉献
particular,adj. 特殊的
illegal,adj.  违法的， 不合规定的
pause,n&vi.  暂停， 停止
congratulate,vt.  祝贺， 恭贺
careless,adj.  粗心的
square,adj.  平方的
rainbow,n.  彩虹
twice,adv.  两次
ample,adj.  充足的， 丰富的
altitude,n.  高度
request,n&vt.  要求， 请求
classify,vt.  分类
part,v.  分离， 分别 n. 部分
percent,n.  百分之…
point,v. 指，指向 n.  点
paddle,v.  划桨
general,adj.  大体的， 总的
tend,vi.  趋向， 往往是 vt. 照管，护理
frighten,vt.  使惊恐， 吓唬
relief,n.  缓解
boycott,n&vt.  联合抵制
dimension,n.  尺寸， 尺度
park,n. 公园
unbelievable,adj.  难以置信的
process,vt. 加工，处理 n.  程序
deserve,vt.  应受， 值得
subscribe,v.  捐赠
clear,adj.  清晰的
chef,n.  厨师
alternative,adj.  选择性的， 二者择一的
zoom,v.  突然扩大， 使猛增
colleague,n.  同事
diamond,n.  钻石， 金刚石
someone,pron.  某人
build,v. 建造 n.  构造
mean,v.   意味着， 意思是
approve,vi.  赞成
neither,determiner. 两者都不（的），两者中无一（的） adv. 也不
earn,vt.  挣得， 赚得
glad,adj.  高兴的， 乐意的
chew,v.  咀嚼
pedestrian,n.  步行者， 行人
hurry,v. 赶快
account,v.  总计有
tolerate,vt.  忍受， 容忍
radioactive,adj.  放射性的
underline,vt.  在…下面划线
innocent,adj.  清白的， 无罪的
chopsticks,n.  筷子
alphabet,n.  字母表
ambiguous,adj.  暧昧的
advance,v&n.  推进， 前进
trip,n.  [C] 旅行， 旅程
botanical,adj.  植物学的， 植物的
appreciate,vt.  欣赏
record,v.  录制， 记录 n.  记录
diverse,adj.  不同的， 多种多样的
cube,n.  立方体， 立方
strict,adj.  严格的， 严密的
jump,v.  跳跃
knowledge,n.  知识， 学问
happen,v.   发生， 碰巧
pass,v.  传递
past,adj. 过去的，最近的 prep.  经过
festival,n.  节日
shock,vt. 使震惊 n.  震动， 冲击
delighted,adj.  高兴的， 快乐的
pancake,n.  薄煎饼
active,adj.  积极的， 主动的
bill,n.  钞票
whichever,pron.  不论哪个
court,n.  法庭， 法院
whose,pron&conj.  谁的
bucket,n.  桶
senior,adj. 年长的，资深的
flexible,adj.  柔软的， 灵活的
relative,adj.  相对的
attitude,n.  态度
organ,n.  器官
average,adj. 平均的
compare,vt.  比较， 对照
sceptical,adj.  怀疑的， 怀疑论的
unwilling,adj.  不愿意， 勉强的
thriller,n.  使人激动的人
transparent,adj.  显然的
characteristic,adj.  特有的， 独特的， 典型的
how,adv.  怎样， 如何
grasp,vt.  抓住， 紧握
Buddhism,n.  佛教
receptionist,n.  接待员
composition,n.  作文
unlike,prep.  不像， 和…不同
hearing,n.  听力
term,n.  学期
volcano,n.  火山
wedding,n.  婚礼， 结婚
acquisition,n.  获得
rigid,adj.  刚硬的， 刚性的
deadline,n.  最后期限， 截止日期
spare,adj. 空闲的
mine,pron.  我的 v. 开采，挖掘 n. 矿藏
mind,v.  介意 n. 思想
grateful,adj.  感激的， 感谢的
business,n.  商业， 生意
bungalow,n.  平房
staff,n.  全体职员
possible,adj.  可能的
partly,adv.  部分地， 在一定程度上
breathless,adj.  喘不过气来的
meet,v. 遇见，会面
answer,v.  回答， 应答
borrow,v.  借用
maximum,n&adj.  最大量 ， 最大限度
under,adv. 在下 prep.  在…下面， 向…下面
desert,v.  舍弃， 遗弃 n.  沙漠
represent,vt.  代表
compete,vi.  比赛， 竞赛
die,v.   死亡
radium,n.  镭
fragrant,adj.  香的， 芬芳的
dig,v.   挖  ， 掘
accountant,n.  会计， 会计师
stocking,n.  长筒袜
sometimes,adv.  有时
emergency,n.  紧急情况或状态
promise,v. 答应，允诺
dip,v.   浸， 蘸
hold,v.   拿， 握住
habit,n.  习惯， 习性
passport,n.  护照
absurd,adj.  不合理的
burglar,n.  盗贼， 窃贼
considerate,adj.  体贴的， 考虑周到的
rubber,n.  橡皮
legal,adj.  法律的， 法定的
underwear,n.  内衣
talk,v. 谈话，议论 n.  谈话， 会谈
reply,n&vi.   回答， 答复
