word,definition
democracy,n. 民主， 民主制
transportation,n. 运输， 运送， 客运
dye,vt. 染 n. 染料
evolve,vt. 使进化， 使发展
extensive,adj. 广阔的， 广泛的
congratulation,n. 贺词
abandon,vt. 离弃，丢弃
definitely,adv. 一定地， 明确地
inspire,vi. 吸气
marvelous,adj. 奇迹般的， 了不起的
household,adj. 家庭的
geometry,n. 几何， 几何学
ratio,n. 比， 比率
devote,vt. 将…奉献给
agent,n. 代理人， 代理商
wool,n. 羊毛
wholly,adv. 完全地， 全部地
instinct,n. 本能， 天性
approximate,adj. 近似的 vt. 近似
invest,v. 投资， 投入
afterward,adv. 后来， 以后
reputation,n. 名誉， 名气， 名声
project,v. 伸出
shrug,n&v. 耸肩
independence,n. 独立， 自主， 自立
coordination,n. 同等
presentation,n. 提供， 显示
diameter,n. 直径
barn,n. 谷仓
bark,vi. 吠，叫 n. 吠声， 叫声
loop,v. 成环， 成圈 n. 圈，环，回路
restrain,vt. 阻止， 控制
greedy,adj. 贪吃的
awkward,adj. 笨拙的， 尴尬的
bare,adj. 赤裸的
ruin,v. 毁坏 n. 毁灭
crane,n. 起重机， 摄影升降机
beard,n. 胡须， 络腮胡子
impatient,adj. 不耐烦的， 急躁的
spill,v. 溢出，洒落 n. 溢出
owing,adj. 应付的， 未付的
collection,n. 搜集， 聚集， 积聚
gardener,n. 园丁， 花匠
conquest,n. 攻取， 征服， 克服
finding,n. 发现
dense,adj. 密集的， 浓厚的
fortnight,n. 两星期， 十四天
laboratory,n. 实验室， 研究室
inspect,vi. 进行检查
campaign,vi. 参加运动
systematical,adj. 有系统的， 有计划的
vital,adj. 致命的， 生死攸关的
conflict,vi. 冲突， 抵触 n. 冲突， 抵触， 争论
farewell,n. 告别， 欢送会
allow,vt. 允许， 准许
appliance,n. 用具， 器具， 器械
mass,adj. 大量的，大规模的 v. 聚集， 集中 n. 众多，大量
lord,n. 领主， 君主， 贵族
detect,vt. 察觉， 发觉
amateur,adj. 业余爱好的， 业余的
poisonous,adj. 有毒的
condemn,vt. 谴责， 指责
beast,n. 兽， 野兽， 牲畜
assistance,n. 协助， 援助
commerce,n. 商业， 贸易
gesture,v. 做手势 n. 姿势，手势，姿态
admit,vt. 承认， 供认
poem,n. 诗
interest,n. 兴趣
gulf,n. 海湾
poet,n. 诗人
definition,n. 定义， 释义， 定界
shave,v. 剃，刮，刨，削
organic,adj. 有机体的， 有机物的
mask,n. 面具，面罩，口罩
summary,adj. 概括的， 概要的
apply,vi. 适用
inferior,adj. 下等的，劣等的
steamer,n. 轮船， 汽船
recently,adv. 最近， 新近
overlook,vt. 忽视
politician,n. 政治家， 政客
incredible,adj. 不能相信的， 不可信的
dramatic,adj. 引人注目的， 激动人心的
mosquito,n. 蚊子
guitar,n. 吉他， 六弦琴
layout,n. 布局， 安排， 设计
artificial,adj. 人工的， 人为的
imaginary,adj. 想象中的， 假想的
removal,n. 除去， 消除
formula,n. 公式， 方程式
comment,vi. 评论 n. 评论，意见，注释
revolt,v. 反叛，起义
disgust,n&vt. 厌恶， 憎恶
stem,vi. 起源 n. 茎，干
sunshine,n. 日光， 阳光
trend,vi. 伸向
achievement,n. 完成
mechanic,n. 技工， 机修工
desirable,adj. 值得向往的， 令人满意的
balcony,n. 阳台
consist,vi. 由…组成
preparation,n. 准备， 预备
reliable,adj. 可靠的， 可信赖的
relate,vi. 有关， 涉及
critic,n. 批评家， 爱挑剔的人
elevator,n. 电梯， 升降机
grammar,n. 语法
enable,vt. 使能够， 使可能
preliminary,adj. 预备的，初步的 n. 初步做法， 起始行为
dependent,adj. 依靠的， 依赖的
obstacle,n. 障碍， 障碍物， 妨碍
profession,n. 职业
calculator,n. 计算器， 计算者
van,n. 大篷车， 运货车
biology,n. 生物学， 生态学
worm,n. 虫， 蠕虫
compress,vt. 压紧， 压缩
arise,vi. 出现
collaborative,adj. 合作的， 协作的， 协力完成的
cherish,vt. 珍爱
constitute,vt. 组成， 形成
cattle,n. 牛
imagination,n. 想象， 想象力， 空想
resistance,n. 反抗， 抵制
underneath,adv. 在下面，在底下 prep. 在…下面，在…底下 n. 下部， 底部
nursery,n. 托儿所， 保育室
mate,v. 成为配偶， 交配 n. 伙伴，同事
convince,vt. 使确信， 使信服， 说服
emperor,n. 皇帝
prolong,vt. 拉长， 延长
theory,n. 理论， 原理
distress,n. 忧虑， 痛苦， 悲伤
flock,n. 羊群， 群
internal,adj. 内的
extension,n. 延长部分， 伸展
signature,n. 署名， 签字， 签名
steep,adj. 险峻的， 陡峭的
thumb,v. 示意要求搭车 n. 拇指
republican,adj. 共和政体的
literary,adj. 文学的
architect,n. 建筑师， 设计师
forehead,n. 额头
classical,adj. 古典的， 经典的
privilege,n. 特权
foundation,n. 基础
substitute,n. 代替人
punch,vt. 猛击
naturally,adv. 当然
flexibility,n. 灵活性， 机动性， 柔韧性
mysterious,adj. 神秘的， 诡秘的
moreover,adv. 而且， 再者， 此外
identity,n. 身份
scatter,v. 撒， 散播
installation,n. 安装
writing,n. 书写， 写
federal,adj. 联邦的， 联盟的
violate,vt. 违反， 违背
verify,vt. 证实， 查证， 证明
collective,adj. 集体的，集合性的 n. 团体， 集体
excursion,n. 远足， 短途旅行
steer,v. 掌舵， 驾驶
event,n. 事件， 大事， 事变
academy,n. 研究会， 学会
undergo,vt. 经历， 经受， 忍受
reward,n. 报答，奖赏
include,vt. 包括， 包含
sympathize,vi. 同情， 怜悯
alongside,adv. 在旁边，沿着边，并排地 prep. 在…旁边， 沿着…的边
swallow,n. 燕子
agency,n. 经办， 代理
coupon,n. 礼券， 优惠券， 配给券
railroad,n. 铁路 vt. 由铁路运输
nucleus,n. 核心
fascinating,adj. 迷人的， 有极大吸引力的
abstract,adj. 抽象的，抽象派的 n. 摘要， 梗概
sting,v. 刺，蜇，叮 n. 刺伤处，蜇伤处
haste,n. 急速， 急忙
agenda,n. 议事日程
appearance,n. 出现， 来到
liquid,adj. 液体的
culture,n. 文化， 文明
sleeve,n. 袖子， 袖套
devotion,n. 献身， 奉献
anonymous,adj. 匿名的
stir,v. 搅动
fisherman,n. 渔民， 渔夫
span,n. 跨距，一段时间 vt. 持续， 贯穿
insult,vt. 侮辱， 凌辱 n. 侮辱， 凌辱
existence,n. 存在， 实在， 生存
craft,n. 工艺， 手艺
butcher,n. 肉商，肉贩，屠夫 vt. 屠宰， 残杀
poll,n. 民意测验
minority,n. 少数
pole,n. 杆
float,v. 浮动， 漂浮
graceful,adj. 优美的， 优雅的
fourfold,adv. 四倍， 四重 adj. 四倍的，四重的
preferable,adj. 更可取的， 更好的， 更合意的
reference,n. 提到， 论及
frog,n. 蛙
spite,n. 恶意，怨恨 vt. 刁难， 欺侮
chamber,n. 会议室， 会所
arrange,v. 安排， 准备， 整理
coarse,adj. 粗的， 粗糙的
nephew,n. 侄子， 外甥
publicity,n. 公众的注意， 名声
depart,vi. 离开， 起程， 出发
exaggerate,v. 夸大， 夸张
imply,vt. 暗示， 意指
capture,vt. 捕获， 俘获
commitment,n. 承诺， 许诺， 保证
spade,n. 铲， 铁锹
manufacture,vt. 制造，加工 n. 制造， 制造业
sequence,n. 连续， 接续， 一连串
collision,n. 碰撞
qualification,n. 资格， 资格证明， 合格证书
provision,n. 供应
recruit,vt. 招募，吸收 n. 新兵
thrust,vt. 插
fame,n. 名声， 名望
replacement,n. 代替， 取代
mud,n. 泥， 泥浆
mug,n. 大杯 vt. 对…行凶抢劫
pond,n. 池塘
arrival,n. 到达， 到来
scientific,adj. 科学的
frequent,adj. 时常发生的，常见的 v. 常到， 常去
according,adj. 相等的， 一致的， 依…而定的
insure,vt. 为…投保
powder,n. 粉， 粉末
membership,n. 会员身份， 会籍
error,n. 错误， 谬误， 差错
platform,n. 平台， 站台， 讲台
network,n. 网状物
jealous,adj. 妒忌的， 猜疑的
rust,v. 生锈， 氧化 n. 铁锈
trace,n. 痕迹
Negro,n. 黑人
modernization,n. 现代化
grave,adj. 严重的
criminology,n. 犯罪学， 刑事学
advantage,n. 优点， 优势， 好处
assistant,adj. 助理的， 辅助的 n. 助手，助理，助教
inn,n. 小旅店， 小酒店
instead,adv. 作为替代
controversy,n. 争论， 辩论
command,vt. 命令， 指挥， 控制
newsstand,n. 报摊， 杂志摊
worthless,adj. 无价值的， 无用的
performance,n. 演出
dessert,n. 甜食， 点心
ambassador,n. 大使， 使节， 派驻国际组织的代表
anticipate,vt. 预料， 预期， 期望
variable,adj. 易变的 n. 变量
temple,n. 圣堂， 神殿， 庙宇
growth,n. 增长， 增长量
landscape,n. 风景，景色
weave,v. 织， 编
carrot,n. 胡萝卜
normally,adv. 通常
exception,n. 例外， 除外
vague,adj. 模糊的， 含糊的
temporary,adj. 暂时的， 临时的
fare,vi. 进展 n. 车费，船费，票价
desperate,adj. 拼死的， 不顾一切的
leading,adj. 指导的， 带头的
awful,adj. 令人不愉快的， 难过的
accuracy,n. 准确， 精确
handy,adj. 手边的， 便于使用的
urge,vt. 鼓励
resolution,n. 正式决定， 决议
via,prep. 经过， 通过
setting,n. 环境， 背景， 布景
score,v. 得， 给…打分
quote,vt. 引用，援引 n. 引文， 引语
graduate,adj. 研究生的 v. 毕业 n. 毕业生
famine,n. 饥荒
gramme,n. gram的英式拼法
absent,adj. 缺席的， 不在场的
rag,n. 破布， 碎布
visual,adj. 看得见的 n. 视觉资料
understanding,adj. 体谅的， 宽容的， 通情达理的 n. 理解，理解力
empire,n. 帝国
educate,vt. 教育， 培养， 训练
fairy,n. 小精灵， 小仙子
ashamed,adj. 惭愧的， 羞耻的， 害臊的
instruct,vt. 指示， 命令
rat,n. 鼠
mayor,n. 市长
virtually,adv. 实际上， 事实上
fairly,adv. 相当， 尚可， 还
handwriting,n. 笔迹， 手迹
merchant,n. 商人
raw,adj. 自然状态的， 未加工过的
proportional,adj. 比例的， 成比例的
economy,n. 经济
community,n. 社区， 社会， 公社
packet,n. 小包， 小盒
version,n. 译本
airport,n. 机场， 航空港
courtyard,n. 庭院， 院子
nationality,n. 国籍
selection,n. 选择， 挑选
institute,n. 研究所，学院 vt. 建立， 设立
aboard,adv&prep. 在船上， 上船
endure,v. 忍受， 容忍
detail,n. 细节，枝节
shortly,adv. 立刻， 不久
hobby,n. 业余爱好， 癖好
appropriate,adj. 适当的， 恰当的
providing,conj. 倘若
fate,n. 命运， 天数
throat,n. 咽喉， 喉咙
utility,n. 效用， 有用， 实用
immediately,adv. 立即， 马上
manual,adj. 用手的
measurement,n. 衡量， 测量
optimistic,adj. 乐观的， 乐观主义的
vocabulary,n. 词汇表， 词汇， 语汇
retire,vi. 退休， 退役
aspect,n. 方面
particle,n. 粒子， 微粒
aggressive,adj. 侵略的， 好斗的
behavior,n. 行为， 举止， 表现
musician,n. 音乐家， 乐师
minimize,vt. 将…减少
descend,vi. 下来， 下降
saint,n. 圣徒
density,n. 密集， 稠密
logical,adj. 逻辑的， 合乎常理的
oblige,vt. 迫使
slam,v. 砰地关上
characterize,vt. 成为…的特征， 以…为特征
swing,v. 摇摆，回转
ridiculous,adj. 荒谬的， 可笑的
handbag,n. 手提包
invasion,n. 入侵， 侵略， 侵犯
spin,v. 旋转
severe,adj. 严重的
emerge,vi. 出现， 涌现， 冒出
shallow,adj. 浅的
lease,n. 租约，租契 vt. 出租
exploit,vt. 剥削
slap,vt. 掴，掌击，拍
spit,v. 吐唾沫，吐出 n. 唾沫， 唾液
scout,v. 侦察， 寻找 n. 侦察员，侦察机，侦察舰
anniversary,n. 周年纪念日
register,v. 登记， 注册
restless,adj. 焦躁不安的
persuasive,adj. 劝诱的
fleet,n. 舰队， 船队
communicate,v. 通讯
evidence,n. 根据， 证据
saddle,n. 鞍，鞍状物
rural,adj. 农村的， 乡村的
official,adj. 官员的
historical,adj. 历史的， 有关历史的
repetition,n. 重复， 反复
fortunately,adv. 幸运地
acid,adj. 酸的， 酸性的 n. 酸
transmission,n. 传播， 发射
shortage,n. 不足， 缺少
discrimination,n. 区别， 辨别
female,adj. 雌的
microphone,n. 扩音器， 话筒， 麦克风
swift,adj. 快的
surrender,n&v. 交出， 放弃
faint,adj. 不清楚的，模糊的 v. 晕倒，昏厥 n. 昏厥
world-wide,adj. 遍及全球的
minister,n. 部长， 大臣
pose,vi. 摆姿势
remedy,n. 补救办法，纠正办法
jail,n. 监狱，看守所 vt. 监禁， 拘留
consent,vi. 同意 n. 同意，赞成
insist,v. 坚持， 坚决认为
typewriter,n. 打字机
helpless,adj. 无助的
respect,n. 尊敬
volume,n. 卷， 册， 书卷
retreat,n&vi. 退却， 撤退
ache,vi. 疼痛
mutual,adj. 相互的
shell,n. 壳，贝壳
guideline,n. 指导方针， 准则
loose,adj. 松的
therefore,adv. 因此， 所以
exchange,n&v. 交换
hesitate,vi. 犹豫， 踌躇
rifle,n. 来复枪， 步枪
private,adj. 私人的
baggage,n. 行李
companion,n. 同伴， 共事者
breakdown,n. 垮， 衰竭
paste,n. 糊，糨糊 vt. 粘， 贴
overtake,vt. 追上， 超过
jeans,n. 工装裤， 牛仔裤
overnight,adv. 整夜， 通宵
behave,v. 表现， 举止
stretch,v. 伸展，延续
undo,vt. 解开， 打开
accomplish,vt. 达到
laser,n. 激光
mixture,n. 混合， 混合物
engine,n. 引擎， 发动机
responsible,adj. 需负责任的， 承担责任的
scope,n. 范围
democratic,adj. 民主的， 民主政体的
medal,n. 奖牌， 奖章， 勋章
satellite,n. 卫星， 人造卫星
bullet,n. 枪弹， 子弹， 弹丸
recorder,n. 录音机， 录像机
identify,vi. 一致 vt. 认出，鉴定
embrace,n. 拥抱，怀抱 vt. 拥抱
nitrogen,n. 氮
pour,v. 灌， 倒
label,n. 标签
improvement,n. 改进， 改善
slippery,adj. 滑的
scissors,n. 剪刀
significance,n. 意义， 含义
modify,vt. 更改， 修改
horizon,n. 地平线
environment,n. 环境， 外界
airplane,n. 飞机
pledge,n. 保证，誓言 vt. 保证， 许诺
progressive,adj. 前进的
reservoir,n. 水库， 蓄水池
deliberate,adj. 故意的， 蓄意的
swear,v. 宣誓
atmosphere,n. 大气， 空气
decorate,vt. 装饰， 装潢， 修饰
copyright,n. 版权
biotechnology,n. 生物工艺学
career,n. 生涯， 职业， 经历
occupation,n. 占领， 占据
tendency,n. 趋向， 趋势， 倾向
release,vt. 释放， 排放
charter,adj. 包租的， 租用的 n. 宪章，共同纲领
slim,adj. 苗条的
arithmetic,n. 算术， 四则运算
rib,n. 肋骨
faulty,adj. 有错误的， 有缺点的
liberate,vt. 解放， 释放
rid,vt. 使摆脱， 解除…的负担， 从…中清除
variation,n. 变化， 变动
moral,adj. 道德的，有道德的 n. 品行
defect,v. 变节， 叛变 n. 缺点， 缺陷， 欠缺
reinforce,vt. 增强， 加强， 增援
explode,vi. 爆炸
casual,adj. 偶然的
decline,v. 下降， 减少
property,n. 财产， 所有物
succeeding,adj. 以后的， 随后的
brave,adj. 勇敢的
similar,adj. 相似的， 类似的
viewpoint,n. 观点， 看法， 见解
anyhow,adv. 无论如何， 不管怎么说
specify,vt. 指定
whistle,v. 吹口哨， 鸣笛声
handle,n. 柄，把手 vt. 拿， 触
forth,adv. 向前
tough,adj. 困难的， 难对付的
crossing,n. 人行横道， 交叉口
script,n. 剧本， 广播稿
submerge,v. 淹没， 潜入水中
system,n. 系统
compose,vt. 组成， 构成
spot,n. 点，斑点
roller,n. 滚筒， 滚轴
partial,adj. 部分的
aid,n. 帮助
tone,n. 腔调， 语气
confident,adj. 确信的， 肯定的
retain,vt. 保留， 保持
swell,vi. 膨胀，隆起
skilled,adj. 有技能的
local,adj. 地方性的
remind,vt. 提醒， 使想起
crude,adj. 简陋的， 天然的
manufacturer,n. 制造商
crew,n. 全体船员
valid,adj. 有效的
withstand,vt. 抵挡， 反抗
defeat,n&vt. 战胜， 挫败
vacuum,v. 用吸尘器清扫 n. 真空
encourage,vt. 鼓励， 怂恿
bubble,vi. 冒泡
era,n. 时代， 年代， 纪元
yield,v. 出产
electronic,adj. 电子的 n. 电子学
vacation,n. 假期， 休假
outcome,n. 结果
elegant,adj. 优美的， 文雅的， 讲究的
tender,adj. 嫩的
curriculum,n. 课程， 全部课程
meantime,n. 其间， 同时
powerful,adj. 强大的， 有力的， 有权的
slip,v. 滑跤，滑落，溜
species,n. 种， 类
anchor,v. 抛锚， 停泊
preceding,adj. 在前的， 在先的， 前面的
cite,vt. 引用， 引证
logic,n. 逻辑， 推理， 逻辑学
acquaintance,n. 认识， 了解
royal,adj. 王室的， 皇家的
internship,n. 实习生身份
shed,vt. 脱落，脱去
eyesight,n. 视力， 目力
precision,n. 精确， 精密
glove,n. 手套
screen,n. 屏幕，银幕
naked,adj. 裸体的
trial,n. 试， 试验
correspond,vi. 相符合， 相当
spur,n. 刺激物 vt. 刺激， 鞭策， 激励
perception,n. 感知， 觉察
rear,adj. 后部的，背后的 n. 后部，背面
amongst,prep. 在…之中
undertake,vt. 从事
insect,n. 昆虫， 虫
bureau,n. 局， 司， 处， 社， 所
moist,adj. 湿润的， 潮湿的
cable,n. 缆， 索， 电缆
qualify,v. 胜任， 具有资格， 合格
intense,adj. 强烈的
pregnant,adj. 怀孕的， 妊娠的
border,n. 边，边缘，边界 vt. 给…加上边， 围
estate,n. 土地， 住宅区， 地产
applicable,adj. 能应用的
admission,n. 允许进入
brass,n. 黄铜， 黄铜器， 铜管乐器
expense,n. 花费， 消费
rumour,n. 谣传， 谣言
contemporary,adj. 当代的
gear,n. 齿轮，传动装置，排挡
boundary,n. 分界线， 边界
rob,vt. 抢劫， 盗窃
elderly,adj. 较老的，年长的 n. 到了晚年的人， 老年人
financial,adj. 财政的， 金融的
rod,n. 杆， 棒
dumb,adj. 哑的
respective,adj. 各自的， 各个的， 分别的
media,n. 新闻媒介， 传播媒介
favour,n. 好感
pollute,vt. 弄脏， 污染
harden,v. 变硬
eve,n. 前夜， 前夕， 前一刻
pronoun,n. 代词
define,vt. 给…下定义， 限定
dictate,v. 口授
construction,n. 建造
predict,vt. 预言， 预告， 预测
dump,vt. 倾卸，倾倒
render,vt. 使得， 致使
universal,adj. 普遍的
chemist,n. 化学家， 药剂师
frontier,n. 边境， 边疆
abroad,adv. 到国外
radical,adv. 根本的，基本的
relieve,vt. 使轻松， 使宽慰， 缓解
drawer,n. 抽屉
requirement,n. 要求
transport,vt. 运输 n. 运输， 运输工具
employment,n. 工作
specific,adj. 特有的
application,n. 申请， 申请书
engage,vt. 使从事
acre,n. 英亩
whisper,v. 低声地讲 n. 低语， 耳语
appetite,n. 食欲， 胃口
semester,n. 学期
strategy,n. 战略， 策略
dull,adj. 乏味的， 单调的
collapse,v. 倒坍
clumsy,adj. 笨拙的， 愚笨的
territory,n. 领土， 版图
concession,n. 让步， 妥协
accurate,adj. 准确的， 正确无误的
maintain,vt. 维持
shift,v. 移动，转移
echo,v. 重复， 模仿
erect,adj. 竖直的， 垂直的 vt. 建造
bargain,vi. 讨价还价 n. 特价商品
professional,adj. 职业的，专业的，专门的 n. 自由职业者， 专业人员
elective,adj. 选举的，有选举权的
accusation,n. 谴责
protein,n. 蛋白质
annual,adj. 每年的，一年一次的 n. 年报， 年鉴
exclusive,adj. 奢华的，高级的
jar,v. 感到不快
poverty,n. 贫穷， 贫困
resort,vi. 求助，凭借，诉诸 n. 求助， 凭借， 诉诸
goodness,int. 天哪 n. 善良， 美德， 好意
lightning,n. 闪电， 电光
jaw,n. 颌， 颚
margin,n. 页边空白
remain,vi. 剩下，余留
amaze,vt. 使惊奇， 使惊愕
refine,vt. 精炼， 精制， 提纯
mount,v. 登上
demand,vt. 要求， 需要
mystery,n. 神秘
atomic,adj. 原子的， 原子能的， 原子武器的
deposit,vt. 使沉淀
centimetre,n. 公分， 厘米
telescope,n. 望远镜
rotten,adj. 腐烂的
skillful,adj. 灵巧的， 娴熟的
flash,vi. 闪， 闪烁
accuse,vt. 指责， 归咎于
housing,n. 房屋， 住宅
devil,n. 魔鬼， 恶魔
guarantee,n. 保证
recommend,vt. 推荐， 举荐
acquire,vt. 取得， 获得， 学到
fertile,adj. 肥沃的
automobile,n. 汽车， 机动车
notion,n. 概念， 观念
diversity,n. 多样性
helicopter,n. 直升机
tractor,n. 拖拉机， 牵引车
patience,n. 忍耐， 耐心
grace,n. 优美，优雅
advertisement,n. 广告， 公告， 登广告
ripe,adj. 熟的
attribute,vt. 把…归因于 n. 属性
mechanism,n. 机械装置
detection,n. 察觉， 发觉
triumph,vi. 成功 n. 凯旋，胜利
vice,n. 罪恶
horror,n. 恐怖
poison,n. 毒，毒药 vt. 毒害
thoughtful,adj. 沉思的
gram,n. 克
empower,vt. 授权于
riot,vi. 聚众闹事 n. 暴乱，骚乱
arouse,vt. 引起
nest,v. 筑巢 n. 巢，窝，穴
tour,n&vi. 旅行， 游历
calm,adj. 静的，平静的 v. 平静， 镇静
boring,adj. 令人厌烦的， 乏味的， 无聊的
classic,adj. 最优秀的，典型的，标准的
ownership,n. 所有， 所有制
metric,adj. 公制的， 米制的
absolute,adj. 十足的， 地道的
ash,n. 灰， 灰末
describe,vt. 形容
suck,v. 吸， 吮， 啜
grab,v. 抓取，攫取
rub,vt. 擦， 摩擦
presently,adv. 不久， 一会儿
wealthy,adj. 富有的， 富裕的
rug,n. 地毯
jazz,n. 爵士音乐， 爵士舞曲
dusk,n. 薄暮， 黄昏
administration,n. 管理
occasional,adj. 偶尔的， 间或发生的
boast,vi. 自夸
operator,n. 操作人员
debate,n&v. 争论， 辩论
spacecraft,n. 航天器， 宇宙飞船
furniture,n. 家具
segment,n. 部分， 片段
stripe,n. 条纹
jet,vi. 乘喷气式飞机 n. 喷气式飞机
helpful,adj. 给予帮助的
statistic,n. 统计数值， 统计资料
attractive,adj. 有吸引力的， 引起注意的
superb,adj. 极好的
mold,n. 霉，霉菌
engineering,n. 工程， 工程学
significant,adj. 相当数量的
bold,adj. 勇敢的
bleed,vi. 出血， 流血
delicious,adj. 美味的
catalogue,n. 目录 v. 为…编目录，把…列入目录中
whatever,adv. [用于否定句中以加强语气]任何
decrease,v. 减少 n. 减少
volunteer,v. 自愿提供
museum,n. 博物馆
ignorance,n. 无知， 愚昧
senate,n. 参议院， 上院
trumpet,n. 喇叭，小号 vt. 大声宣告， 鼓吹
bolt,n. 螺栓，插销 vt. 闩门
string,vi. 连成一串
import,vt. 输入， 进口 n. 输入， 进口
occupy,vt. 占领， 占， 占有
submit,vi. 屈从， 听从， 服从 vt. 呈送，提交
mood,n. 心情， 情绪
boom,vi. 激增， 繁荣， 迅速发展
absence,n. 缺席， 不在
attract,vt. 吸引， 引起…注意
edition,n. 版， 版本， 版次
simplicity,n. 简单， 简易
cautious,adj. 十分小心的， 谨慎的
disappear,vi. 不见， 失踪， 消失
summit,n. 最高点， 峰顶
recession,n. 衰退， 衰退期
conclusion,n. 结论， 推论
typist,n. 打字员
durable,adj. 耐久的， 耐用的
negative,adj. 否定的，消极的
impose,vi. 利用， 占便宜
ally,v. 结盟， 联合 n. 同盟国， 同盟者
statement,n. 陈述， 声明
hence,adv. 因此， 所以
memorial,adj. 纪念的，悼念的 n. 纪念碑， 纪念堂， 纪念仪式
factor,n. 因素
boot,n. 靴子， 长筒靴
pinch,vt. 捏，拧 n. 撮， 微量
delivery,n. 投递， 交付
rack,n. 挂架，搁架 vt. 使痛苦， 折磨
election,n. 选举
conquer,vt. 征服， 战胜
learned,adj. 有学问的
substance,n. 物质
frown,n&vi. 皱眉， 蹙额
bond,v. 黏合， 结合 n. 联结，联系
target,n. 目标 vt. 把…作为目标
wax,n. 蜡，蜂蜡 vt. 给…上蜡
grind,v. 磨， 磨快
urban,adj. 城市的， 都市的
furthermore,adv. 而且， 此外
guidance,n. 引导， 指导， 领导
risk,n. 危险，风险
flame,n. 火焰， 光辉
container,n. 容器
leader,n. 领袖， 领导人， 首领
delicate,adj. 纤细的， 易碎的
discard,vt. 丢弃， 抛弃， 遗弃
fancy,adj. 昂贵的
rebel,vi. 反叛， 造反
bounce,v. 弹起，反弹
usage,n. 使用
tissue,n. 组织
experimental,adj. 实验的， 试验的
loosen,vt. 解开
rent,v. 租借，租用
nearby,adv. 在附近 adj. 附近的
carpenter,n. 木工， 木匠
cart,n. 运货马车
modest,adj. 谦虚的
cast,vt. 投，扔，抛
anxious,adj. 忧虑的， 令人焦急的
hatred,n. 憎恶， 憎恨， 仇恨
crush,vt. 压碎， 碾碎
largely,adv. 大部分， 大量地
slice,n. 薄片，切片
frost,v. 结霜 n. 冰冻，严寒
electron,n. 电子
incline,v. 倾斜
truly,adv. 真正地
cash,n. 现金，现款 vt. 把…兑现
counsel,n. 律师，法律顾问
item,n. 条， 条款， 一条
gene,n. 基因
liver,n. 肝
suicide,n&v. 自杀
violet,adj. 紫色的 n. 紫罗兰
hollow,adj. 空的， 空洞的
trunk,n. 树干
saving,n. 节省， 节约
rely,vi. 依靠， 依赖
hospitalize,vt. 就医
slide,v. 滑
utilize,vt. 利用
sticky,adj. 黏性的， 胶黏的
prevail,vi. 流行， 盛行
waist,n. 腰， 腰部
excessive,adj. 过多的， 极度的
flesh,n. 肉， 肌肉， 肉体
jungle,n. 丛林， 密林， 莽丛
portion,n. 一部分，一份 vt. 分配， 把…分给
settle,v. 安排， 安放
pattern,n. 型，式样，模型 vt. 仿制， 使照…样子
harsh,adj. 严厉的
connexion,n. connection的英式拼法
vehicle,n. 车辆， 机动车
scrape,v. 刮，擦 n. 刮， 擦
hardship,n. 艰难， 困苦
confuse,vt. 使困惑， 把…弄糊涂
cushion,n. 垫子， 坐垫， 靠垫
scold,v. 责骂， 训斥
glorious,adj. 光荣的
civilize,vt. 使文明， 使开化， 教育
physician,n. 内科医生
architecture,n. 建筑学
stress,n. 压力
grip,v. 握紧，抓牢
explore,vt. 探险， 探索
display,vt. 陈列， 展览， 显示
electricity,n. 电
climate,n. 气候
conductor,n. 售票员， 列车长
bore,vt. 使厌烦
crust,n. 面包皮， 硬外皮
disorder,n. 混乱， 杂乱， 骚乱
criticize,vt. 批评
organization,n. 组织， 团体， 机构
rage,vi. 狂吹
width,n. 宽阔， 广阔
dairy,adj. 乳制品的 n. 牛奶场
board,vi. 搭伙
economic,adj. 经济的，经济学的 n. 经济学
stuff,n. 材料，东西 vt. 装， 填， 塞
arrest,vt. 逮捕，拘留
widow,n. 寡妇
distinction,n. 差别， 不同， 区分
mature,adj. 成熟的
navy,n. 海军
fee,n. 费
section,n. 部分， 章节
influence,n. 影响，作用
whip,vt. 鞭笞
protocol,n. 礼仪， 礼节
whale,n. 鲸
provoke,vt. 对…挑衅， 激怒
threaten,v. 威胁， 恐吓
talent,n. 天才， 才能
percentage,n. 百分比， 百分率
negotiate,v. 洽谈， 协商
strain,v. 扭伤， 拉伤
hunt,v. 打猎
violin,n. 小提琴
remonstrate,v. 抗议
package,n. 包裹，包装
visible,adj. 可见的， 看得见的， 有形的
crisis,n. 危机， 存亡之际
rail,vi. 责骂， 抱怨 n. 栏杆，横杆
survival,n. 幸存
germ,n. 微生物， 细菌
inner,adj. 内部的
market,n. 市场
keen,adj. 热心的
glimpse,vi. 看一眼，一瞥 vt. 瞥见 n. 一瞥， 一看
detective,n. 侦探， 私人侦探
transfer,v. 搬， 转移
footstep,n. 脚步， 脚步声， 足迹
veteran,n. 老兵， 老手
indifferent,adj. 冷漠的， 不积极的
outside,adj. 外部的 prep. 在…的外面
nerve,n. 神经
affection,n. 感情
eagle,n. 鹰
cruise,vi. 航游，巡航
elementary,adj. 基本的， 初级的
topic,n. 题目， 论题， 话题
solemn,adj. 庄严的， 隆重的
perceive,vt. 感知， 感觉， 察觉
omit,vt. 省略
embarrass,vt. 使窘迫， 使为难
option,n. 选择， 选择权， 选择自由
erroneous,adj. 错误的， 不正确的
raid,n&vt. 袭击
politics,n. 政治， 政治学
acute,adj. 严重的
