word,definition
deviation,n. 背离，偏离
arctic,adj. 北极的 n. 北极
tragic,adj. 悲惨的
woe,n. 悲哀，悲痛，苦恼
grief,n. 悲哀，悲痛，悲伤
firework,n. 爆竹，花炮，烟火
storm,n. 爆发 v. 猛攻
tyranny,n. 暴政，专制
wrath,n. 暴怒，狂怒，愤慨
tyrant,n. 暴君
panther,n. 豹，黑豹
leopard,n. 豹
grumble,v. 抱怨，发牢骚
announce,v. 报告…的来到
vengeance,n. 报复，报仇，复仇
fortress,n. 堡垒，要塞
assurance,n. 保证
fuse,n. 保险丝
reservation,n. 预定，预订
safeguard,n. 保护措施
preservation,n. 保存，储藏
saturation,n. 饱和（状态）
mist,n. 薄雾 v. 下薄雾
chip,n. 薄片，碎片
inclusive,adj. 包括的
siege,n. 包围，围攻，围困
embrace,v. 包括，包含
baseball,n. 棒球运动
hemisphere,n. 半球
radius,n. 半径距离，半径范围
scar,n. 瘢痕
liner,n. 班船，定期班机
trigger,n. 扳机 v. 触发，引起
tar,n. 柏油
blind,n. 百叶窗
shutter,n. 百叶窗
lily,n. 百合，百合花
millionaire,n. 百分富翁，巨富
white,adj. 白种（人）的
blond,n. 白肤金发碧眼的人
idiot,n. 白痴
bank,v. 把钱存入银行
tabulate,v. 把…制成表
bestow,v. 把…赠与
subdivide,v. 把…再分
dock,v. 把…引入船坞
straighten,v. 把…弄直
flatten,v. 把…弄平
ascribe,v. 把…归于
except,v. 把…除外，除去
entitle,v. 把…称作
ballet,n. 芭蕾舞
haughty,adj. 傲慢的，轻蔑的
foul,adj. 肮脏的
assassinate,v. 暗杀，行刺
burial,n. 安葬，埋葬
luxurious,adj. 爱好奢侈的，豪华的
patriot,n. 爱国者，爱国主义者
patriotic,adj. 爱国的
dwarf,n. 矮子，侏儒
stout,adj. 肥胖的
alas,int. 唉，哎呀
Egyptian,adj. 埃及的 n. 埃及人
pathetic,adj. 哀婉动人的
should,v. 应该
ought,v. 早应该，本应
scripture,n. 《圣经》
referee,n. （足球等）裁判员
pendulum,n. （钟等的）摆
shuttle,n. （织机的）梭
outbreak,n. （战争、愤怒等）爆发
market,v. 推销
gross,adj. （语言、举止）粗俗的
heave,v. （用力地）举起
pop,v. （意外地）出现
lining,n. （衣服里的）衬里
mild,adj. 味淡的
panel,n. （选定的）专门小组
rigorous,adj. 严格的
climax,n. 顶点
epoch,n. （新）时代
shrimp,n. （小）虾，河虾，褐虾
peak,n. （物体的）尖端
cane,n. （藤等）茎
drain,v. （水等）流掉
switch,n. （树木的）软枝条
board,v. 付费（在某人家里）膳宿
immigrate,v. （使）移居入境
disperse,v. （使）分散
lump,v. （使）成团，结块
deviate,v. （使）背离，偏离
pose,v. （使）摆好姿势
expenditure,n. （时间等）支出，消费
elapse,v. （时间）过去，消逝
hoarse,adj. （声音）嘶哑的
clearing,n. （森林中的）空旷地
shade,n. （色彩的）浓淡，深浅
eclipse,n. （日，月）食
constitution,n. （人的）体格，素质
spill,n. （人）摔下，跌下
unanimous,adj. （全体）一致的
quiver,v. （轻微地）颤动
perch,n. （禽鸟的）栖木
span,n. （桥墩间的）墩距
pier,n. 码头
frock,n. （女）连衣裙
flutter,v. （鸟）振翼
resume,n. （谋职者的）个人简历
clown,n. （马戏的）小丑，丑角
pace,v. 踱步
lounge,n. （旅馆等的）休息室
pope,n. （罗马天主教的）教皇
axle,n. （轮）轴，车轴，心棒
measurement,n. （量得的）尺寸，大小
realization,n. （理想等的）实现
chord,n. 和弦
pyjamas,n. （宽大的）睡衣裤
elegant,adj. （举止、服饰等）雅致的
hard,adj. （酒）烈性的
refreshment,n. （精力的）恢复，爽快
ticket,n. （交通违章）罚款传票
gesture,v. （讲话时等）做手势
situation,n. （建筑物等的）位置
software,n. （计算机的）软件
bishop,n. （基督教的）主教
insert,v. 插入，放进
kernel,n. （果实的）核
wisdom,n. 智慧
growl,v. （狗等）嗥叫
shaft,n. （工具的）柄，杆状物
buzz,v. （蜂等）嗡嗡叫
breed,n. （动物）品种
ear,n. （稻麦等的）穗
dean,n. （大学）院长，系主任
fertile,adj. （创造力）丰富的
sink,n. （厨房内的）洗涤槽
versus,prep. （比赛等中）对
ranch,n. （北美洲的）大牧场
grope,v. （暗中）摸索，探索
pedlar,n. （挨户兜售的）小贩
rally,v. 集合
squat,v. （使）蹲下
fling,v. （用力）扔，抛
scrub,v. 擦洗，擦净 n. 擦洗
tread,v. 踩，踏，践踏
crack,v. 发出爆裂声
slander,n. 诽谤，诋毁 v. 诽谤，诋毁
escort,v. 护卫，护送 n. 护卫者，护送车辆
swell,v. 使膨胀
menace,n. 威胁 v. （进行）威胁
tramp,v. 以沉重的脚步走（过） n. 跋涉
trample,v. 践踏，蹂躏 n. 践踏，蹂躏
suicide,n. 自杀 v. 自杀
tighten,v. （使）变紧
jingle,v. （使）丁当响
fret,v. （使）烦恼
thrill,v. （使）激动
deflect,v. （使）偏斜
tilt,v. （使）倾斜
revolve,v. （使）旋转
rotate,v. （使）旋转
compensate,v. 补偿，赔偿
default,n. 不履行义务 v. 不履行义务
infer,v. 推断
repay,v. 偿还
scoff,v. 嘲笑，嘲弄
hoe,v. 锄地
retort,v. 反击
broaden,v. 放宽，变阔
decompose,v. 腐败
chorus,v. 合唱，齐声说
supervise,v. 监督，监视
beware,v. 谨防，当心
grab,v. 攫取，抓取
entreat,v. 恳求
concentrate,v. 浓缩，提浓
urge,v. 强烈希望
riot,n. 骚乱，暴乱 v. 发动骚乱
shrug,v. 耸（肩） n. 耸肩
revive,v. 苏醒
terminate,v. 停止，终止
solidify,v. 凝固
dazzle,v. 使目眩
transplant,v. 移植（器官、皮肤等）
xerox,v. 用静电复印
peck,v. 啄，啄起
trot,v. （马）小跑 n. （马）小跑
ridicule,v. 嘲弄，挖苦 n. 嘲弄，挖苦
chatter,v. 喋喋不休 n. 喋喋不休
sneer,v. 冷笑
boycott,v. 联合抵制 n. 抵制行动，受抵制时期
plunder,v. 掠夺，劫掠 n. 掠夺，抢劫
endeavor,v. 努力，尽力 n. 努力，尝试
scramble,v. 爬行，攀登 n. 爬行，攀登
flap,v. 拍打 n. 拍打，拍动
slaughter,v. 屠杀
tow,v. 拖引，牵引 n. 拖引，牵引
credit,v. 相信，信任 n. 相信，信任
clockwise,adv. 顺时针方向转地 adj. 顺时针方向转的
headlong,adv. 头向前地 adj. 头向前的
counter,adv. 相反地 adj. 相反的
eastward,adv. 向东
Moslem,n. 穆斯林 adj. 穆斯林的
melancholy,n. 忧郁的 adj. 忧郁，悲伤
bulletin,n. 告示，公告，公报
allowance,n. 津贴，补助费
cancel,vt. 取消， 撤销， 删去
numerous,adj. 众多的
surgeon,n. 外科医生
analyse,vt. 分析
abrupt,adj. 突然的， 意外的
spacious,adj. 宽广的， 宽敞的
disapproval,n. 不赞成
spontaneous,adj. 自发的， 无意识的
remote,adj. 遥远的， 偏僻的
cafeteria,n. 自助餐馆， 自助食堂
rupture,v. 破裂 n. 破裂，裂开
wreck,n. 失事，残骸
virgin,adj. 未经开发的， 未经使用的， 未经触动的
afflict,vt. 使苦恼， 折磨
reproach,n&vt. 责备， 批评
fluctuate,vi. 波动， 涨落， 起伏
compartment,n. 卧车包房， 隔间
gloomy,adj. 忧郁的， 沮丧的
kidnap,n. 绑架， 诱拐
warrant,n. 授权令
calculate,v. 计算， 推算
persistent,adj. 坚持不懈的， 执意的
authorize,vt. 授权， 批准
sake,n. 缘故， 理由
audience,n. 听众， 观众
rehearsal,n. 排练， 排演
sniff,v. 以鼻吸气，用力吸入
narrative,n. 叙述文， 故事
possess,vt. 占用， 拥有
coincide,vi. 同时发生
neutral,adj. 中立的， 中性的
scratch,v. 抓，搔，扒
analysis,n. 分析， 分析报告
devise,vt. 设计， 发明
cooperative,adj. 有合作意向的，乐意合作的
triple,adj. 三部分的，三方的
clutch,vi. 企图抓住 vt. 抓紧，紧握 n. 离合器
temper,n. 韧度
grope,vi. 暗中摸索，搜索
rejoice,vi. 感到高兴， 充满喜悦
frantic,adj. 慌乱不安的
tickle,vi. 发痒 vt. 使发痒
object,vi. 反对， 不赞成 n. 实物， 物体
humble,adj. 谦逊的
commodity,n. 商品， 货物
cliff,n. 悬崖， 峭壁
obedient,adj. 服从的， 顺从的
infinite,adj. 无限的， 无数的
misery,n. 痛苦， 苦恼， 苦难
blur,v. 变模糊 n. 模糊，模糊的东西
suffice,vi. 足够
concede,vi. 让步， 认输 vt. 承认，承认…为真
notable,adj. 值得注意的，显著的
plausible,adj. 似有道理的， 似乎正确的， 貌似可信的
equator,n. 赤道
commission,n. 委任状
staircase,n. 楼梯
flip,adj. 〈口〉无理的， 轻率的， 轻浮的 vt. 快速翻动，转动 n. 捻掷，轻抛
rational,adj. 理性的， 理智的
barricade,n. 路障，栅栏，障碍 vt. 设路障于， 挡住
resume,vt. 重新开始， 继续， 恢复 n. 摘要， 概要
provocative,adj. 挑衅的， 煽动的， 刺激的
committee,n. 委员会， 全体委员
posture,vi. 摆出姿势， 装模作样 n. 姿势，姿态
spiral,vi. 盘旋上升
subtle,adj. 微妙的， 难以捉摸的
component,adj. 组成的， 构成的 n. 组成部分，部件，组件
overwhelm,vt. 使受不了， 使不知所措
suite,n. 套间
consultant,n. 顾问
disguise,vt. 假扮，化装，伪装
imperial,adj. 帝国的， 帝王的
facet,n. 一个方面
liberal,adj. 心胸宽大的， 慷慨的
surgery,n. 外科， 外科手术
harmony,n. 调和
violent,adj. 暴力引起的， 强暴的
resolve,v. 决定
cozy,adj. 舒适的
confront,vt. 迎面遇到， 遭遇
dominate,v. 在…中占首要地位
imitate,vt. 模仿
deadly,adv. 非常， 极度地 adj. 致死的，致命的
compute,v. 计算， 估算
institution,n. 协会
huddle,vi. 聚集在一起，挤作一团
skeleton,n. 骨骼
ambition,n. 雄心， 抱负， 野心
intersection,n. 道路交叉口， 交点
exceed,vt. 超过， 胜过， 超出
implement,vt. 使生效， 履行， 实施 n. 工具， 器具， 用具
disperse,vi. 分散， 赶散
avert,vt. 防止， 避免
fantasy,n. 想象， 幻想
shipment,n. 装运， 装船
vicious,adj. 恶毒的， 凶残的
lace,n. 网眼花边，透孔织品
enormous,adj. 巨大的， 庞大的
external,adj. 外部的， 外面的
gorgeous,adj. 华丽的， 灿烂的， 绚丽的
circumstance,n. 情况，条件，境遇
authority,n. 官方
erosion,n. 腐蚀， 侵蚀， 磨损
ascend,vi. 渐渐上升，升高 vt. 攀登， 登上
provided,conj. 假如， 若是
instrument,n. 仪器， 工具
medium,adj. 中等的 n. 媒质，媒介物
indispensable,adj. 必不可少的， 必需的
lens,n. 透镜， 镜片
embody,vt. 代表， 表现， 体现
fatal,adj. 致命的， 灾难性的， 毁灭性的
motive,n. 动机， 目的
envisage,vt. 想象， 设想
wrestle,n. 摔跤
motivate,vt. 作为…的动机
marginal,adj. 微小的， 少量的
spoil,vi. 变质 vt. 损坏，糟蹋
multiply,v. 增加， 繁殖
pasture,n. 牧草地，牧场 vt. 放牧
approval,n. 赞成， 同意
mobile,adj. 运动的
multiple,adj. 复合的
evolution,n. 进化， 演化
peak,vi. 达到高峰
magnet,n. 磁铁， 磁体
concentrate,v. 全神贯注，全力以赴
expose,vt. 使暴露， 揭露
versatile,adj. 多才多艺的， 有多种技能的
versus,prep. 以…为对手， 对
complaint,n. 抱怨， 怨言
permissible,adj. 可允许的， 许可的
cancer,n. 癌， 癌症， 肿瘤
splash,v. 溅，泼 n. 溅泼声
inject,vt. 注射， 给…注射
romance,n. 恋爱， 恋爱关系
offense,n. 犯规， 违法行为
atlas,n. 地图集
invisible,adj. 看不见的， 无形的
focus,v. 聚焦
hamper,vt. 妨碍，束缚，限制 n. 大篮子
motel,n. 汽车旅馆
approach,vt. 向…靠近 n. 靠近
exaggeration,n. 夸张
peg,n. 小钉，栓，挂物钉
myth,n. 杜撰出来的人
decisive,adj. 决定性的
concise,adj. 简明的， 简要的
implication,n. 含意， 暗示， 暗指
thesis,n. 论文， 毕业论文
bump,vi. 碰，撞
reservation,n. 预订
revive,v. 复苏
cordial,adj. 热情友好的， 热诚的
timid,adj. 羞怯的， 胆小的
loyalty,n. 忠诚， 忠心
dismiss,vt. 不再考虑
underlying,adj. 在下面的
reform,n&v. 改革， 改良， 改造
install,vt. 安装， 设置
ensue,vi. 接着发生， 接踵而来， 因而产生
indication,n. 指出， 指示
bulk,v. 变得越来越大
bull,n. 公牛
champion,n. 冠军， 得胜者
ceramic,adj. 陶器的 n. 陶瓷器
queer,adj. 奇怪的， 异常的
successor,n. 接替的人或事物， 继任者
enlightenment,n. 启发， 开导
booklet,n. 小册子
magnificent,adj. 壮丽的， 华丽的
stagger,vi. 摇晃，蹒跚 vt. 使吃惊
irony,n. 反话， 冷嘲， 嘲弄
restrict,vt. 限制， 约束， 限定
bandage,n. 绷带 vt. 用绷带绑扎
prevalence,n. 流行
scrap,n. 碎片，碎屑
syndrome,n. 综合病症， 综合症状
tow,n&vt. 拖， 拉， 牵引
imperative,adj. 必要的
meadow,n. 草地
hitherto,adv. 到目前为止， 迄今
energetic,adj. 精力充沛的， 充满活力的
haul,vt. 拖，拉
avail,v. 有帮助
consequence,n. 结果， 后果
linear,adj. 线的， 直线的， 线状的
robust,adj. 强壮的， 健康的
dominant,adj. 占优势的， 支配的， 统治的
premier,adj. 首要的， 首位的， 首次的 n. 总理，首相
peel,vi. 剥落，脱皮 vt. 削…的皮，剥…的壳 n. 皮， 外衣
intellectual,adj. 智力的 n. 知识分子
reclaim,vt. 要回
denounce,vt. 谴责， 指责
verge,vi. 接近， 濒临 n. 边，边缘
pastry,n. 油酥面团， 酥皮糕点
messenger,n. 送信人， 信使
disable,vt. 丧失能力， 伤残
irrespective,adj. 不考虑的， 不顾及的
entity,n. 实体， 独立存在体， 实际存在物
prohibit,vt. 禁止， 不准
bacteria,n. 细菌
fuel,n. 燃料，燃料剂 vt. 给…加燃料
hostile,adj. 敌方的， 不友善的
reign,vi. 当政， 统治
tempo,n. 速度
descendant,n. 后裔， 后代
foresee,vt. 预见， 预知
bruise,n. 青肿，挫伤
associate,v. 把…联系在一起
gown,n. 女礼服， 女裙服
crawl,n&v. 爬行， 蠕动
identical,adj. 完全相同的， 同一的
plead,vi. 恳求，请求
kidney,n. 肾， 肾脏
gleam,n&vi. 闪亮， 闪烁
ambitious,adj. 有抱负的， 雄心勃勃的
academic,adj. 学院的
function,vi. 工作， 运行
stock,v. 储备 adj. 常用的， 常备的 n. 原料，库存品
sneak,vi. 偷偷地走，溜 vt. 偷偷地做
void,adj. 无效的
comparison,n. 比较， 对照
surge,vi. 蜂拥而出
swap,n&v. 交换
ritual,adj. 作为仪式一部分的
liability,n. 责任
hatch,vt. 孵出
patriot,n. 爱国者， 爱国主义者
tick,vi. 发出滴答声 n. 记号，勾号
basis,n. 基础， 根据
tutor,v. 当…导师， 当…家庭教师 n. 导师
senator,n. 参议员
successive,adj. 连续的， 接连的
quantify,vt. 确定…的数量， 量化
reconcile,vt. 使协调
tempt,vt. 吸引， 引起…的兴趣
obligation,n. 义务， 责任
paperback,n. 平装本， 简装本
evil,adj. 坏的 n. 邪恶，祸害
rarely,adv. 不常， 难得
hawk,n. 鹰，隼
twist,v. 缠绕，盘绕
forthcoming,adj. 即将到来的
patriotic,adj. 爱国的， 有爱国心的， 显示爱国精神的
complication,n. 困难， 难题
perplex,vt. 使困惑， 使费解
combat,n. 战争，斗争，格斗 vt. 与…斗争， 与…战斗
despise,vt. 鄙视， 看不起
levy,vt. 征收 n. 征税， 税款
indulge,vi. 沉溺， 纵容自己， 肆意从事 vt. 使沉溺于，满足
intimidate,vt. 恐吓， 威胁
effective,adj. 有效的
unity,n. 单一， 统一， 团结
pursue,vt. 继续， 从事
vulgar,adj. 粗野的， 下流的
catastrophe,n. 大灾难， 灾祸
convey,vt. 表达
design,vt. 设计
generous,adj. 慷慨的， 宽厚的
coincidence,n. 巧合， 巧事
victim,n. 牺牲者
bust,vi. 爆裂，坏掉 vt. 打破，打碎 n. 胸像， 半身像
skull,n. 颅骨， 脑壳
hysterical,adj. 情绪异常激动的， 歇斯底里般的
lane,n. 小路， 跑道
contaminate,vt. 弄脏， 污染
ammunition,n. 弹药， 军火
chief,adj. 主要的，为首的
accord,v. 相符合， 相一致， 相和谐
foremost,adj. 最好的， 最著名的， 最重要的
automatic,adj. 自动的
despite,prep. 不管， 不顾
consecutive,adj. 连续的， 连贯的
probe,v. 探索，查究，调查
assimilation,n. 同化， 同化作用
groan,vi. 呻吟，抱怨
industrial,adj. 工业的， 产业的
conduct,n. 举止，行为
velvet,n. 天鹅绒， 丝绒
quantitative,adj. 量的， 定量的
stable,adj. 稳定的，不变的
reunion,n. 重聚， 团聚
fantastic,adj. 极好的， 极出色的
drainage,n. 排水系统， 下水道
respond,vi. 回答， 答复
incident,n. 发生的事， 事件
lame,adj. 跛的， 瘸的
tub,n. 桶， 塑料杯， 纸杯
cluster,vi. 群集，丛生 n. 串，簇
prey,vi. 捕食
apparatus,n. 器械， 器具， 仪器
lieutenant,n. 陆军中尉
tug,v. 用力拖 n. 拖船
expedition,n. 旅行， 远征
decay,vi. 腐烂，衰败 n. 腐烂， 衰败状态
grieve,vi. 感到悲痛，伤心 vt. 使伤心， 为…而伤心
absorb,vt. 吸收
concern,n. 关切的事，有关的事
fracture,v. 断裂，折断 n. 裂缝， 裂痕
rectify,vt. 纠正， 修复
integrity,n. 正直， 诚实， 诚恳
refrain,vi. 抑制，克制，戒除 n. 叠句， 副歌
pact,n. 契约， 协定， 条约
notation,n. 记号， 标记法
merge,v. 结合， 合并， 合为一体
liable,adj. 易于…的， 可能的
recycle,vt. 回收利用
dock,vi. 靠码头， 进港 n. 码头，船埠
marsh,n. 沼泽， 湿地
element,n. 成分， 要素， 元素
confidential,adj. 秘密的， 机密的
abundant,adj. 丰富的， 富裕的
exclaim,vi. 呼喊， 惊叫
ballet,n. 芭蕾舞， 芭蕾舞剧
mute,adj. 缄默的，无声的
courtesy,n. 谦恭有礼
deteriorate,vi. 恶化， 变坏
warehouse,n. 仓库， 货栈
recognize,vt. 认出， 识别
restraint,n. 抑制， 限制， 克制
pollutant,n. 污染物质
bamboo,n. 竹， 竹子
input,n. 输入
induce,vt. 引导， 劝
abnormal,adj. 反常的， 异常的
shrewd,adj. 机灵的， 敏锐的， 精明的
stereotype,n. 陈规，老套，固定的模式 vt. 对…形成固定看法
molecule,n. 分子
enroll,vi. 入学，加入 vt. 招收， 吸收
resign,vi. 辞职
safeguard,vt. 保护，维护 n. 预防措施
diligent,adj. 勤勉的， 勤奋的
sophisticated,adj. 老于世故的
entertainment,n. 娱乐， 文娱节目， 表演会
reside,vi. 居住， 定居
indicative,adj. 标示的，指示的，象征的
ward,n. 病房
dread,vt. 担忧，忧虑
scrutiny,n. 详细检查， 仔细观察
chase,n&vt. 追逐， 追赶， 追求
accident,n. 意外， 事故
promote,vt. 促进， 增进， 发扬
routine,adj. 例行的， 常规的 n. 例行公事，惯例，惯常的程序
attack,n&vt. 攻击， 进攻
divorce,n. 离婚，离异 vt. 离婚
tariff,n. 关税， 税率
attach,vt. 缚， 系， 贴， 附加
graphic,adj. 生动的， 形象的
convict,vt. 证明…有罪，宣判…有罪['kɒnvɪkt] n. 囚犯
retention,n. 保留， 保持
creation,n. 创造， 创建
legislation,n. 法律， 法规
dodge,vi. 闪身躲开 vt. 回避，逃避 n. 托辞， 伎俩
ingredient,n. 组成部分， 原料
surplus,adj. 过剩的， 多余的 n. 过剩，剩余，盈余
consolidate,v. 巩固， 加强
correspondence,n. 信件， 函件
inhibit,vt. 阻止， 妨碍， 抑制
refresh,v. 振作精神， 恢复活力
intimate,adj. 亲密的，个人的 n. 至交， 密友 vt. 暗示， 提示
shove,vi. 用力推，挤 vt. 乱推，挤
theft,n. 偷窃， 失窃
disclose,vt. 揭露， 泄露， 透露
religion,n. 宗教， 宗教信仰
yacht,n. 快艇， 帆船， 游艇
mistress,n. 情妇
oxide,n. 氧化物
miniature,adj. 小型的，微小的 n. 微小的模型， 缩影
clan,n. 宗族， 家族
economical,adj. 节约的
prosperous,adj. 繁荣的， 兴旺的
polish,vt. 磨光
reassess,vt. 再评价
cabinet,n. 橱， 柜
optical,adj. 眼的， 视觉的
evoke,vt. 唤起， 引起， 使人想起
insurance,n. 保险
dazzle,vt. 使眩目，耀
principle,n. 原则， 原理， 道义
thigh,n. 大腿
tedious,adj. 冗长乏味的， 沉闷的
tilt,v. 倾斜，倾侧 n. 倾斜， 倾侧
inferiority,n. 自卑
participant,n. 参加者， 参与者
initiate,vt. 开始， 创造， 发起
domestic,adj. 本国的
glare,vi. 怒目而视
irrigation,n. 灌溉
compile,vt. 汇编
vitality,n. 活力
locomotive,n. 机车
tile,n. 瓦，瓷砖 vt. 铺瓦于， 贴瓷砖于
donation,n. 捐款， 捐赠物
immense,adj. 广大的， 巨大的
inherent,adj. 内在的
stability,n. 稳定， 稳固
budget,v. 规划，安排
radiate,v. 发出， 辐射
given,adj. 规定的，特定的
perish,vi. 丧生， 毁灭， 消亡
pastime,n. 消遣， 娱乐
ultimate,adj. 最后的，最终的 n. 终极， 顶点
adapt,vt. 使适应
prosecute,vi. 起诉， 告发 vt. 对…提起公诉，告发，检举
batch,n. 一批， 一组， 一群
merit,n. 长处，优点
verbal,adj. 口头的
solicitor,n. 初级律师， 事务律师
intrinsic,adj. 固有的
proximity,n. 接近， 邻近
luminous,adj. 发光的， 发亮的
lash,v. 将系牢
receipt,n. 发票， 收据
assume,vt. 假定， 假设
predestine,vt. 预先确定
chant,vt. 反复有节奏地喊叫
destiny,n. 命运
capsule,n. 胶囊
concept,n. 概念， 观念
resistant,adj. 抵抗的
ozone,n. 臭氧
indefinite,adj. 无限期的
disaster,n. 灾难， 灾祸， 天灾
ecology,n. 生态
minimal,adj. 最小的， 最低限度的
cocktail,n. 鸡尾酒
enhance,vt. 提高， 增加， 加强
convention,n. 习俗， 惯例
disease,n. 病， 疾病
calcium,n. 钙
notwithstanding,adv. 尽管
suspicion,n. 怀疑， 疑心， 猜疑
purchase,vt. 买，购买 n. 购买
refusal,n. 拒绝
disposable,adj. 可任意使用的 n. 一次性物品， 不回收物品
bypass,n. 旁道，迂回道 vt. 绕过， 绕…走
silicon,n. 硅
clarity,n. 清楚， 明晰
fund,n. 资金，基金
typical,adj. 典型的， 有代表性的
recipient,n. 接受者， 接收者
commonwealth,n. [C-]英联邦
watt,n. 瓦
buzz,vi. 发出嗡嗡声
finance,n. 财政，金融
incur,vt. 招致， 引起
notorious,adj. 臭名昭著的， 声名狼藉的
assassination,n. 刺杀， 暗杀
infant,adj. 婴儿的， 幼稚的 n. 婴儿
gland,n. 腺
premise,n. 房屋和地基， 经营场址
circus,n. 马戏， 马戏团
controversial,adj. 引起争论的， 有争议的
attain,vt. 达到， 获得
deprive,vt. 剥夺， 使丧失
tenant,n. 房客， 佃户
resultant,adj. 作为结果的， 因而发生的
pest,n. 有害生物， 害虫
pedal,vi. 踩踏板，骑车 n. 踏板，踏脚 vt. 脚蹬， 踩动…的踏板
batter,v. 连续猛击 n. 面糊
heritage,n. 遗产
supreme,adj. 最高的， 最大的
hostage,n. 人质
priority,n. 优先， 重点
slope,v. 倾斜 n. 倾斜，斜面
inlet,n. 小湾， 水湾
metallic,adj. 金属的， 金属制的
shuttle,vi. 穿梭般来回 n. 短程穿梭运行的飞机
regenerate,vi. 新生， 再生， 起革新作用 vt. 使新生，重建，改革，革新
allocate,vt. 分配
latent,adj. 潜在的， 隐伏的， 不易察觉的
terrific,adj. 极妙的
standpoint,n. 立场， 观点
primary,adj. 首要的， 主要的
pirate,n. 非法盗印者，侵犯版权者
stubborn,adj. 顽固的， 执拗的， 倔强的
formulate,vt. 构想出， 规划
consume,vi. 消灭， 毁灭 vt. 消费
dome,n. 圆屋顶， 穹顶
layer,n. 层， 层次
alien,adj. 外国的，外国人的
competence,n. 能力， 胜任， 称职
fuse,v. 熔合， 合并
elite,n. [总称] 上层人士， 掌权人物， 实力集团
premium,adj. 高级的，优质的
ornament,n. 装饰品，点缀品
assure,vt. 使确信
pretext,n. 借口， 托辞
ivory,n. 象牙
theme,n. 主题， 题目
consult,vt. 请教
solidarity,n. 团结一致
tumble,vi. 跌倒，摔下，滚下
gracious,adj. 亲切的，和蔼的
smash,vi. 猛撞，猛冲 vt. 使粉碎，使打烂
merely,adv. 仅仅， 只不过
appropriation,n. 据为己有， 占有
contradiction,n. 矛盾， 不一致
wealth,n. 财富
henceforth,adv. 从今以后， 从此以后
wallet,n. 皮夹子
survive,vi. 活下来，继续存在
desire,vt. 想要，渴望 n. 愿望， 欲望
initial,adj. 最初的，开始的 n. 首字母
efficient,adj. 效率高的
murmur,n&v. 小声说
fury,n. 狂怒， 暴怒
unify,vt. 使联合， 统一
muddy,adj. 泥泞的，沾满烂泥的
hound,n. 猎犬 vt. 追逼， 烦恼， 纠缠
consistent,adj. 坚持的， 一贯的
dole,n. 救济，救济金 vt. 发放， 发给
reverse,vi. 反向，倒转 adj. 反向的
barren,adj. 贫瘠的， 荒芜的
eternal,adj. 永久的， 永世的
permanent,adj. 永久的， 固定的
foster,adj. 收养的 vt. 收养，养育
barely,adv. 仅仅， 只不过， 几乎不
prevalent,adj. 流行的， 普遍的
cling,vi. 紧紧抓住
incidence,n. 发生率
clip,n. 夹子，回形针，别针
beam,v. 面露喜色
compact,adj. 紧凑的，小巧的
alliance,n. 结盟
invaluable,adj. 非常宝贵的， 极为贵重的， 无价的
fiction,n. 小说
doom,vt. 注定，命定 n. 厄运， 劫数
cucumber,n. 黄瓜
aviation,n. 航空， 航空学
pessimistic,adj. 悲观的
denote,vt. 意思是
emphasis,n. 强调
interrupt,v. 打断， 中止
propagate,v. 繁殖， 增殖
feasible,adj. 可行的， 可能的
majesty,n. 陛下
flatter,vt. 向…谄媚， 奉承
potential,adj. 潜在的，可能的 n. 潜力， 潜能
necessitate,vt. 成为必要， 需要
orthodox,adj. 传统的
accustomed,adj. 惯常的， 习惯的
combination,n. 结合， 联合
obtain,vi. 通用， 流行
statesman,n. 国务活动家， 政治家
tack,n. 平头钉，大头钉
gross,adj. 总的
lounge,vi. 倚，躺
porch,n. 门廊
workshop,n. 车间， 工场
format,n. 设计，安排
sacrifice,n&v. 牺牲， 舍身
illegal,adj. 不合法的， 非法的
corps,n. 队， 部队
eclipse,n. 食
formal,adj. 正式的
correlate,vi. 相关， 关联 vt. 使相互关联
soar,vi. 猛增， 剧增
commute,vi. 乘公交车上下班，经常乘车往返于两地 vt. 减
sustain,vt. 保持， 使持续下去
critical,adj. 决定性的
shepherd,n. 牧羊人，羊倌 vt. 带领， 引导
outcry,n. 大声疾呼， 呐喊
radiant,adj. 容光焕发的， 喜形于色的
principal,adj. 最重要的，主要的 n. 负责人， 校长
exceedingly,adv. 极端地， 非常
uphold,vt. 支持， 维护
exotic,adj. 外来的， 异国情调的
relief,n. 轻松， 宽慰
boycott,n&vt. 抵制， 拒绝参与
dimension,n. 尺寸， 尺度， 面积
deserve,vt. 应受， 值得
process,n. 过程
revenge,n. 报复，报仇 vt. 为…报仇， 报…之仇
restore,vt. 恢复， 使恢复
subscribe,vi. 订阅，订购
distill,vt. 蒸馏， 用蒸馏法提取
alternative,adj. 两者选一的， 供选择的
concentration,n. 集中
velocity,n. 速度， 速率
encounter,vt. 遭遇，遇到 n. 遭遇
fellowship,n. 伙伴关系， 交情， 友谊
colleague,n. 同事， 同僚
approve,vi. 赞成， 称许 vt. 赞成，称许
interaction,n. 相互作用
pedestrian,n. 步行者， 行人
interfere,vi. 干涉， 干预， 妨碍
apartment,n. 一套公寓房间
account,vi. 说明…的原因
fitting,adj. 适合的， 恰当的 n. 设备，家具，日用器具
stack,n. 堆，垛 vt. 堆积， 堆放于
